gate_count,replica,circuit_seed,mode,circuit_fingerprint,n_h_slots,n_t_slots,n_cnot,n_gates_total,n_quantum_params_if_vqc,r2_holdout,rmse_holdout,mae_holdout,pearson_holdout,spearman_holdout,r2_val,best_val_rmse,train_time_s,epochs_run,n_trainable_total,n_quantum_params
10,3,1173,param_vqc,"t:1|cx:5,1|t:0|t:2|h:2|h:1|cx:4,5|t:0|cx:0,2|cx:2,1",2,4,4,10,6,0.45683228969573975,0.7291948767155111,0.5707688331604004,0.6799258589744568,0.66806453657451,0.9642135500907898,0.19022559942726827,189.16320204734802,15.0,871.0,6.0
10,4,1174,fixed_e2e,"h:2|cx:4,2|h:1|t:0|t:3|t:2|t:4|cx:1,0|h:2|t:2",3,5,2,10,8,0.465964674949646,0.723038855641644,0.5673993825912476,0.6864342093467712,0.6726099159157791,0.9855948090553284,0.12068940149455881,267.210342168808,15.0,5599.0,0.0
10,4,1174,param_vqc,"h:2|cx:4,2|h:1|t:0|t:3|t:2|t:4|cx:1,0|h:2|t:2",3,5,2,10,8,0.4542995095252991,0.7308930169604277,0.5688233971595764,0.6775021553039551,0.670296444620327,0.9352619051933289,0.2558524880683561,208.7216169834137,15.0,873.0,8.0
10,5,1175,fixed_e2e,t:5|t:3|h:1|h:1|t:2|h:5|h:2|t:2|t:5|h:2,5,5,0,10,10,0.47259199619293213,0.7185384190162388,0.5611404776573181,0.6909715533256531,0.6781154471178374,0.9878484010696411,0.11084757790490635,242.9194929599762,15.0,5599.0,0.0
10,5,1175,param_vqc,t:5|t:3|h:1|h:1|t:2|h:5|h:2|t:2|t:5|h:2,5,5,0,10,10,0.4549046754837036,0.7304875988491856,0.5724430084228516,0.6807656288146973,0.6675997019023298,0.9551317095756531,0.2129998495606218,205.74136996269226,15.0,875.0,10.0
10,6,1176,fixed_e2e,"cx:1,5|h:1|cx:1,2|t:3|cx:4,5|t:0|cx:1,5|t:3|t:1|cx:4,3",1,4,5,10,5,0.4866445064544678,0.70890122443594,0.5532456040382385,0.6991549730300903,0.686293745092817,0.9864038228988647,0.11725147011303966,241.8387291431427,15.0,5599.0,0.0
10,6,1176,param_vqc,"cx:1,5|h:1|cx:1,2|t:3|cx:4,5|t:0|cx:1,5|t:3|t:1|cx:4,3",1,4,5,10,5,0.4442986249923706,0.7375600208492619,0.5746530294418335,0.6709068417549133,0.6586480226639169,0.9510530829429626,0.2224703648606784,167.12740898132324,15.0,870.0,5.0
10,7,1177,fixed_e2e,"t:4|cx:0,1|cx:3,1|t:5|h:1|t:0|h:4|h:5|cx:5,0|t:1",3,4,3,10,7,0.47026264667510986,0.7201234300434391,0.562147319316864,0.686905562877655,0.6786917823788826,0.9840061664581299,0.1271703475614824,235.7844431400299,15.0,5599.0,0.0
10,7,1177,param_vqc,"t:4|cx:0,1|cx:3,1|t:5|h:1|t:0|h:4|h:5|cx:5,0|t:1",3,4,3,10,7,0.4626117944717407,0.7253050639154703,0.5643419027328491,0.6851385831832886,0.6760242066410297,0.9584161639213562,0.20505574422146827,185.062992811203,15.0,872.0,7.0
10,8,1178,fixed_e2e,"t:2|cx:2,3|cx:1,3|t:1|cx:0,2|h:3|h:4|cx:3,0|cx:2,5|cx:2,5",2,2,6,10,4,0.4639531373977661,0.7243992585669714,0.5677438378334045,0.6871609687805176,0.6751786842121603,0.983557939529419,0.1289400432102867,237.25625705718994,15.0,5599.0,0.0
